"ID","COHORT","TYPE","SAIL"
"3EF31122C","PASSENGER","P",1
"3F10A122C","PASSENGER","P",1
"3F995122C","PASSENGER","P",1
"41061122C","PASSENGER","P",1
"3EE6D122C","PASSENGER","P",1
"4072A122C","PASSENGER","P",1
"4111C122C","PASSENGER","P",1
"405DB122C","PASSENGER","P",1
"40627122C","PASSENGER","P",1
"3FAED122C","PASSENGER","P",1
"3F67C122C","PASSENGER","P",1
"410E9122C","PASSENGER","P",1
"3FC86122C","PASSENGER","P",1
"408AA122C","PASSENGER","P",1
"405BD122C","PASSENGER","P",1
"3FB99122C","PASSENGER","P",1
"41386122C","PASSENGER","P",1
"3FD6F122C","PASSENGER","P",1
"41547122C","PASSENGER","P",1
"3F259122C","PASSENGER","P",1
"3F0C1122C","PASSENGER","P",1
"40821122C","PASSENGER","P",1
"405DC122C","PASSENGER","P",1
"3F17B122C","PASSENGER","P",1
"40107122C","PASSENGER","P",1
"403AB122C","PASSENGER","P",1
"40803122C","PASSENGER","P",1
"3FA65122C","PASSENGER","P",1
"4149F122C","PASSENGER","P",1
"403B2122C","PASSENGER","P",1
"3F21E122C","PASSENGER","P",1
"3EFAD122C","PASSENGER","P",1
"40910122C","PASSENGER","P",1
"3F35E122C","PASSENGER","P",1
"3F3BF122C","PASSENGER","P",1
"3F01E122C","PASSENGER","P",1
"40908122C","PASSENGER","P",1
"40938122C","PASSENGER","P",1
"4127B122C","PASSENGER","P",1
"41515122C","PASSENGER","P",1
"406F9122C","PASSENGER","P",1
"3FBFB122C","PASSENGER","P",1
"3FF44122C","PASSENGER","P",1
"3FA63122C","PASSENGER","P",1
"3F928122C","PASSENGER","P",1
"3FA16122C","PASSENGER","P",1
"40323122C","PASSENGER","P",1
"3FC26122C","PASSENGER","P",1
"3F677122C","PASSENGER","P",1
"3F053122C","PASSENGER","P",1
"3F7C8122C","PASSENGER","P",1
"412FB122C","PASSENGER","P",1
"3EFCC122C","PASSENGER","P",1
"3F9D7122C","PASSENGER","P",1
"3F608122C","PASSENGER","P",1
"3FC23122C","PASSENGER","P",1
"3FAEC122C","PASSENGER","P",1
"3FA5F122C","PASSENGER","P",1
"3F227122C","PASSENGER","P",1
"4081C122C","PASSENGER","P",1
"3F7F9122C","PASSENGER","P",1
"3FF7A122C","PASSENGER","P",1
"4019A122C","PASSENGER","P",1
"3F7CF122C","PASSENGER","P",1
"3F04F122C","PASSENGER","P",1
"3F2D4122C","PASSENGER","P",1
"3F143122C","PASSENGER","P",1
"3F8EC122C","PASSENGER","P",1
"3FA61122C","PASSENGER","P",1
"3F996122C","PASSENGER","P",1
"40565122C","PASSENGER","P",1
"3F8C3122C","PASSENGER","P",1
"402AB122C","PASSENGER","P",1
"3FD38122C","PASSENGER","P",1
"3F028122C","PASSENGER","P",1
"3F112122C","PASSENGER","P",1
"3F114122C","PASSENGER","P",1
"3F13D122C","PASSENGER","P",1
"3F69F122C","PASSENGER","P",1
"3F177122C","PASSENGER","P",1
"40437122C","PASSENGER","P",1
"3F924122C","PASSENGER","P",1
"3F872122C","PASSENGER","P",1
"3F84C122C","PASSENGER","P",1
"3FCAE122C","PASSENGER","P",1
"40109122C","PASSENGER","P",1
"41442122C","PASSENGER","P",1
"407A3122C","PASSENGER","P",1
"3F70C122C","PASSENGER","P",1
"3EF56122C","PASSENGER","P",1
"3F10E122C","PASSENGER","P",1
"405DD122C","PASSENGER","P",1
"3F8C4122C","PASSENGER","P",1
"3FA6A122C","PASSENGER","P",1
"403AA122C","PASSENGER","P",1
"3FACC122C","PASSENGER","P",1
"3ECB5122C","PASSENGER","P",1
"3FC27122C","PASSENGER","P",1
"3F925122C","PASSENGER","P",1
"406C3122C","PASSENGER","P",1
"3F058122C","PASSENGER","P",1
"406FE122C","PASSENGER","P",1
"3EF5C122C","PASSENGER","P",1
"40804122C","PASSENGER","P",1
"3FAF7122C","PASSENGER","P",1
"3FE4A122C","PASSENGER","P",1
"3FE78122C","PASSENGER","P",1
"40463122C","PASSENGER","P",1
"3F3D1122C","PASSENGER","P",1
"3F69C122C","PASSENGER","P",1
"4079D122C","PASSENGER","P",1
"4132E122C","PASSENGER","P",1
"3F223122C","PASSENGER","P",1
"3FACD122C","PASSENGER","P",1
"3F92A122C","PASSENGER","P",1
"3FFF9122C","PASSENGER","P",1
"3F7C7122C","PASSENGER","P",1
"3FB6C122C","PASSENGER","P",1
"3FE73122C","PASSENGER","P",1
"3F056122C","PASSENGER","P",1
"3F767122C","PASSENGER","P",1
"3FAF6122C","PASSENGER","P",1
"3F69D122C","PASSENGER","P",1
"3EF37122C","PASSENGER","P",1
"3F1ED122C","PASSENGER","P",1
"3FDE6122C","PASSENGER","P",1
"40445122C","PASSENGER","P",1
"40694122C","PASSENGER","P",1
"41069122C","PASSENGER","P",1
"3E2A1122C","PASSENGER","P",1
"3FA00122C","PASSENGER","P",1
"40140122C","PASSENGER","P",1
"400B3122C","PASSENGER","P",1
"414E1122C","PASSENGER","P",1
"40003122C","PASSENGER","P",1
"3F8C0122C","PASSENGER","P",1
"3EF5F122C","PASSENGER","P",1
"40808122C","PASSENGER","P",1
"40660122C","PASSENGER","P",1
"41517122C","PASSENGER","P",1
"404F8122C","PASSENGER","P",1
"3F60B122C","PASSENGER","P",1
"3F6A2122C","PASSENGER","P",1
"40826122C","PASSENGER","P",1
"405B8122C","PASSENGER","P",1
"413AA122C","PASSENGER","P",1
"3FAD1122C","PASSENGER","P",1
"4079E122C","PASSENGER","P",1
"3FD03122C","PASSENGER","P",1
"3EE44122C","PASSENGER","P",1
"40328122C","PASSENGER","P",1
"4088E122C","PASSENGER","P",1
"3FD02122C","PASSENGER","P",1
"403B9122C","PASSENGER","P",1
"3FDEA122C","PASSENGER","P",1
"3FEFA122C","PASSENGER","P",1
"3F8C2122C","PASSENGER","P",1
"3F04E122C","PASSENGER","P",1
"40623122C","PASSENGER","P",1
"3F1F3122C","PASSENGER","P",1
"3F7CC122C","PASSENGER","P",1
"40725122C","PASSENGER","P",1
"3F295122C","PASSENGER","P",1
"3F9DB122C","PASSENGER","P",1
"4141A122C","PASSENGER","P",1
"3F7C9122C","PASSENGER","P",1
"3F0B6122C","PASSENGER","P",1
"3F6F3122C","PASSENGER","P",1
"40087122C","PASSENGER","P",1
"3F11C122C","PASSENGER","P",1
"41063122C","PASSENGER","P",1
"3F518122C","PASSENGER","P",1
"3F99C122C","PASSENGER","P",1
"4019C122C","PASSENGER","P",1
"3F293122C","PASSENGER","P",1
"3FDE9122C","PASSENGER","P",1
"4057A122C","PASSENGER","P",1
"3FAF5122C","PASSENGER","P",1
"4020A122C","PASSENGER","P",1
"41098122C","PASSENGER","P",1
"3F62C122C","PASSENGER","P",1
"3FA04122C","PASSENGER","P",1
"40FE2122C","PASSENGER","P",1
"3FD0B122C","PASSENGER","P",1
"40537122C","PASSENGER","P",1
"3F175122C","PASSENGER","P",1
"3F681122C","PASSENGER","P",1
"408AE122C","PASSENGER","P",1
"41448122C","PASSENGER","P",1
"40432122C","PASSENGER","P",1
"4056B122C","PASSENGER","P",1
"40A10122C","PASSENGER","P",1
"40009122C","PASSENGER","P",1
"4022C122C","PASSENGER","P",1
"40083122C","PASSENGER","P",1
"3F054122C","PASSENGER","P",1
"3F8EB122C","PASSENGER","P",1
"3FB9A122C","PASSENGER","P",1
"3F2D2122C","PASSENGER","P",1
"4032A122C","PASSENGER","P",1
"40936122C","PASSENGER","P",1
"3F787122C","PASSENGER","P",1
"3EFAE122C","PASSENGER","P",1
"3F13C122C","PASSENGER","P",1
"41060122C","PASSENGER","P",1
"40111122C","PASSENGER","P",1
"40E10122C","PASSENGER","P",1
"3FCB8122C","PASSENGER","P",1
"3F7FA122C","PASSENGER","P",1
"40698122C","PASSENGER","P",1
"3F605122C","PASSENGER","P",1
"3F448122C","PASSENGER","P",1
"3FDBD122C","PASSENGER","P",1
"3F91F122C","PASSENGER","P",1
"3FCB1122C","PASSENGER","P",1
"3F70A122C","PASSENGER","P",1
"4065E122C","PASSENGER","P",1
"40440122C","PASSENGER","P",1
"403B6122C","PASSENGER","P",1
"403A5122C","PASSENGER","P",1
"3F515122C","PASSENGER","P",1
"3FCB6122C","PASSENGER","P",1
"404EA122C","PASSENGER","P",1
"405C1122C","PASSENGER","P",1
"3FB6B122C","PASSENGER","P",1
"3F601122C","PASSENGER","P",1
"4000A122C","PASSENGER","P",1
"3FD72122C","PASSENGER","P",1
"3F144122C","PASSENGER","P",1
"401B3122C","PASSENGER","P",1
"3F21C122C","PASSENGER","P",1
"3F19F122C","PASSENGER","P",1
"40568122C","PASSENGER","P",1
"3F09E122C","PASSENGER","P",1
"3F7CA122C","PASSENGER","P",1
"40904122C","PASSENGER","P",1
"409B9122C","PASSENGER","P",1
"3F5B0122C","PASSENGER","P",1
"3F440122C","PASSENGER","P",1
"3F53C122C","PASSENGER","P",1
"3F6F2122C","PASSENGER","P",1
"3F7CB122C","PASSENGER","P",1
"3F9DD122C","PASSENGER","P",1
"403B4122C","PASSENGER","P",1
"4029E122C","PASSENGER","P",1
"3F770122C","PASSENGER","P",1
"3FE44122C","PASSENGER","P",1
"3FB9B122C","PASSENGER","P",1
"3F178122C","PASSENGER","P",1
"3F6F9122C","PASSENGER","P",1
"3EF3A122C","PASSENGER","P",1
"3F1EC122C","PASSENGER","P",1
"404A6122C","PASSENGER","P",1
"3F09C122C","PASSENGER","P",1
"3F0BC122C","PASSENGER","P",1
"3FC84122C","PASSENGER","P",1
"3FB66122C","PASSENGER","P",1
"3FDC3122C","PASSENGER","P",1
"3EFAB122C","PASSENGER","P",1
"3FC22122C","PASSENGER","P",1
"3FD74122C","PASSENGER","P",1
"40198122C","PASSENGER","P",1
"404E5122C","PASSENGER","P",1
"4053C122C","PASSENGER","P",1
"4064A122C","PASSENGER","P",1
"3FFBE122C","PASSENGER","P",1
"3F055122C","PASSENGER","P",1
"3F2FD122C","PASSENGER","P",1
"405DE122C","PASSENGER","P",1
"3FB94122C","PASSENGER","P",1
"3FA0C122C","PASSENGER","P",1
"3FCB7122C","PASSENGER","P",1
"3FDE3122C","PASSENGER","P",1
"3F766122C","PASSENGER","P",1
"3F99B122C","PASSENGER","P",1
"404FB122C","PASSENGER","P",1
"403A3122C","PASSENGER","P",1
"404E4122C","PASSENGER","P",1
"404AE122C","PASSENGER","P",1
"3F9D0122C","PASSENGER","P",1
"404AB122C","PASSENGER","P",1
"3F84B122C","PASSENGER","P",1
"3F876122C","PASSENGER","P",1
"3F606122C","PASSENGER","P",1
"402AA122C","PASSENGER","P",1
"3FDE5122C","PASSENGER","P",1
"3F6F1122C","PASSENGER","P",1
"3FF4C122C","PASSENGER","P",1
"405D9122C","PASSENGER","P",1
"3F76B122C","PASSENGER","P",1
"40113122C","PASSENGER","P",1
"404F7122C","PASSENGER","P",1
"4088D122C","PASSENGER","P",1
"3FA02122C","PASSENGER","P",1
"40322122C","PASSENGER","P",1
"40D81122C","PASSENGER","P",1
"3F142122C","PASSENGER","P",1
"3FA80122C","PASSENGER","P",1
"40434122C","PASSENGER","P",1
"4154B122C","PASSENGER","P",1
"3FB65122C","PASSENGER","P",1
"409C5122C","PASSENGER","P",1
"32C3E122C","PASSENGER","P",1
"40820122C","PASSENGER","P",1
"3FBF4122C","PASSENGER","P",1
"3F871122C","PASSENGER","P",1
"3E1A1122C","PASSENGER","P",1
"4043F122C","PASSENGER","P",1
"40088122C","PASSENGER","P",1
"40436122C","PASSENGER","P",1
"40569122C","PASSENGER","P",1
"40007122C","PASSENGER","P",1
"40333122C","PASSENGER","P",1
"4119B122C","PASSENGER","P",1
"40587122C","PASSENGER","P",1
"407EC122C","PASSENGER","P",1
"40F64122C","PASSENGER","P",1
"4020F122C","PASSENGER","P",1
"40806122C","PASSENGER","P",1
"3F7F4122C","PASSENGER","P",1
"3FED3122C","PASSENGER","P",1
"3FD67122C","PASSENGER","P",1
"40E7C122C","PASSENGER","P",1
"40199122C","PASSENGER","P",1
"40EFD122C","PASSENGER","P",1
"403B7122C","PASSENGER","P",1
"40296122C","PASSENGER","P",1
"40337122C","PASSENGER","P",1
"40972122C","PASSENGER","P",1
"3E180122C","PASSENGER","P",1
"405BC122C","PASSENGER","P",1
"3FACB122C","PASSENGER","P",1
"3EEC2122C","PASSENGER","P",1
"410E3122C","PASSENGER","P",1
"409BB122C","PASSENGER","P",1
"3EF38122C","PASSENGER","P",1
"400B7122C","PASSENGER","P",1
"407A0122C","PASSENGER","P",1
"403BA122C","PASSENGER","P",1
"40776122C","PASSENGER","P",1
"3F7F8122C","PASSENGER","P",1
"40299122C","PASSENGER","P",1
"4079C122C","PASSENGER","P",1
"40297122C","PASSENGER","P",1
"401B9122C","PASSENGER","P",1
"40143122C","PASSENGER","P",1
"3E451122C","PASSENGER","P",1
"3FECD122C","PASSENGER","P",1
"40695122C","PASSENGER","P",1
"3F9E3122C","PASSENGER","P",1
"40624122C","PASSENGER","P",1
"4090D122C","PASSENGER","P",1
"3F998122C","PASSENGER","P",1
"404E1122C","PASSENGER","P",1
"4149E122C","PASSENGER","P",1
"40044122C","PASSENGER","P",1
"3FE6D122C","PASSENGER","P",1
"40564122C","PASSENGER","P",1
"4019B122C","PASSENGER","P",1
"4032D122C","PASSENGER","P",1
"40974122C","PASSENGER","P",1
"40592122C","PASSENGER","P",1
"40A0F122C","PASSENGER","P",1
"3F58A122C","PASSENGER","P",1
"3FF4D122C","PASSENGER","P",1
"3FE49122C","PASSENGER","P",1
"3F84A122C","PASSENGER","P",1
"3FBF2122C","PASSENGER","P",1
"403A6122C","PASSENGER","P",1
"405B9122C","PASSENGER","P",1
"413AC122C","PASSENGER","P",1
"3F364122C","PASSENGER","P",1
"40726122C","PASSENGER","P",1
"40117122C","PASSENGER","P",1
"3F86B122C","PASSENGER","P",1
"3FB95122C","PASSENGER","P",1
"3F629122C","PASSENGER","P",1
"40766122C","PASSENGER","P",1
"40F89122C","PASSENGER","P",1
"4090F122C","PASSENGER","P",1
"3F788122C","PASSENGER","P",1
"403AE122C","PASSENGER","P",1
"3FD71122C","PASSENGER","P",1
"4081F122C","PASSENGER","P",1
"40576122C","PASSENGER","P",1
"404AA122C","PASSENGER","P",1
"408B2122C","PASSENGER","P",1
"40142122C","PASSENGER","P",1
"4043E122C","PASSENGER","P",1
"40231122C","PASSENGER","P",1
"40330122C","PASSENGER","P",1
"40722122C","PASSENGER","P",1
"3F09A122C","PASSENGER","P",1
"4056E122C","PASSENGER","P",1
"3FAF2122C","PASSENGER","P",1
"40CFD122C","PASSENGER","P",1
"3F95E122C","PASSENGER","P",1
"406FB122C","PASSENGER","P",1
"3F29C122C","PASSENGER","P",1
"3F8E9122C","PASSENGER","P",1
"40EEF122C","PASSENGER","P",1
"4020E122C","PASSENGER","P",1
"3F76A122C","PASSENGER","P",1
"40A11122C","PASSENGER","P",1
"4079B122C","PASSENGER","P",1
"3F1A1122C","PASSENGER","P",1
"3F99E122C","PASSENGER","P",1
"40041122C","PASSENGER","P",1
"3F710122C","PASSENGER","P",1
"3FBF3122C","PASSENGER","P",1
"3FE75122C","PASSENGER","P",1
"3F140122C","PASSENGER","P",1
"3FF78122C","PASSENGER","P",1
"3FFB9122C","PASSENGER","P",1
"4053E122C","PASSENGER","P",1
"3FDE8122C","PASSENGER","P",1
"3F870122C","PASSENGER","P",1
"412FF122C","PASSENGER","P",1
"3FEF4122C","PASSENGER","P",1
"400BB122C","PASSENGER","P",1
"41511122C","PASSENGER","P",1
"3F110122C","PASSENGER","P",1
"3EECC122C","PASSENGER","P",1
"403AC122C","PASSENGER","P",1
"3F783122C","PASSENGER","P",1
"3F199122C","PASSENGER","P",1
"3F67B122C","PASSENGER","P",1
"3F307122C","PASSENGER","P",1
"40230122C","PASSENGER","P",1
"4047E122C","PASSENGER","P",1
"401B5122C","PASSENGER","P",1
"4080E122C","PASSENGER","P",1
"408A9122C","PASSENGER","P",1
"3FACA122C","PASSENGER","P",1
"3EF34122C","PASSENGER","P",1
"404EC122C","PASSENGER","P",1
"3FC1F122C","PASSENGER","P",1
"3FA7A122C","PASSENGER","P",1
"3FA68122C","PASSENGER","P",1
"40085122C","PASSENGER","P",1
"3FC29122C","PASSENGER","P",1
"40798122C","PASSENGER","P",1
"40236122C","PASSENGER","P",1
"40768122C","PASSENGER","P",1
"3EF5E122C","PASSENGER","P",1
"40295122C","PASSENGER","P",1
"3FAD2122C","PASSENGER","P",1
"40649122C","PASSENGER","P",1
"3F19D122C","PASSENGER","P",1
"3FB93122C","PASSENGER","P",1
"3EFAF122C","PASSENGER","P",1
"413A7122C","PASSENGER","P",1
"409C3122C","PASSENGER","P",1
"3FED6122C","PASSENGER","P",1
"40439122C","PASSENGER","P",1
"40441122C","PASSENGER","P",1
"3FDEB122C","PASSENGER","P",1
"3FC88122C","PASSENGER","P",1
"409CB122C","PASSENGER","P",1
"4097E122C","PASSENGER","P",1
"40909122C","PASSENGER","P",1
"40824122C","PASSENGER","P",1
"40570122C","PASSENGER","P",1
"41398122C","PASSENGER","P",1
"3FECC122C","PASSENGER","P",1
"4088A122C","PASSENGER","P",1
"4076F122C","PASSENGER","P",1
"3FDBE122C","PASSENGER","P",1
"40043122C","PASSENGER","P",1
"408AC122C","PASSENGER","P",1
"4043C122C","PASSENGER","P",1
"40887122C","PASSENGER","P",1
"4138A122C","PASSENGER","P",1
"3FB97122C","PASSENGER","P",1
"41449122C","PASSENGER","P",1
"407A2122C","PASSENGER","P",1
"406F4122C","PASSENGER","P",1
"3FB9C122C","PASSENGER","P",1
"3F847122C","PASSENGER","P",1
"403B0122C","PASSENGER","P",1
"3F25B122C","PASSENGER","P",1
"32FAA122C","PASSENGER","P",1
"403B3122C","PASSENGER","P",1
"3F8E7122C","PASSENGER","P",1
"3F022122C","PASSENGER","P",1
"3F70B122C","PASSENGER","P",1
"406F8122C","PASSENGER","P",1
"4132F122C","PASSENGER","P",1
"3F3BE122C","PASSENGER","P",1
"3FA7C122C","PASSENGER","P",1
"3F709122C","PASSENGER","P",1
"3F1EE122C","PASSENGER","P",1
"3F542122C","PASSENGER","P",1
"3FE74122C","PASSENGER","P",1
"3FFBD122C","PASSENGER","P",1
"3F226122C","PASSENGER","P",1
"3EFD6122C","PASSENGER","P",1
"3F769122C","PASSENGER","P",1
"3F43E122C","PASSENGER","P",1
"3F86F122C","PASSENGER","P",1
"3EE55122C","PASSENGER","P",1
"413A8122C","PASSENGER","P",1
"3E17D122C","PASSENGER","P",1
"3F51B122C","PASSENGER","P",1
"3F5B4122C","PASSENGER","P",1
"3F21D122C","PASSENGER","P",1
"3F298122C","PASSENGER","P",1
"3E1A4122C","PASSENGER","P",1
"403A8122C","PASSENGER","P",1
"405BE122C","PASSENGER","P",1
"4022B122C","PASSENGER","P",1
"4093D122C","PASSENGER","P",1
"40981122C","PASSENGER","P",1
"404E2122C","PASSENGER","P",1
"3F050122C","PASSENGER","P",1
"3F51E122C","PASSENGER","P",1
"40E88122C","PASSENGER","P",1
"40F09122C","PASSENGER","P",1
"3FA5B122C","PASSENGER","P",1
"3F95B122C","PASSENGER","P",1
"3FF48122C","PASSENGER","P",1
"3F8C7122C","PASSENGER","P",1
"40115122C","PASSENGER","P",1
"40567122C","PASSENGER","P",1
"40764122C","PASSENGER","P",1
"4106B122C","PASSENGER","P",1
"4093B122C","PASSENGER","P",1
"4076A122C","PASSENGER","P",1
"3FAF4122C","PASSENGER","P",1
"40193122C","PASSENGER","P",1
"3F4A9122C","PASSENGER","P",1
"40431122C","PASSENGER","P",1
"3F591122C","PASSENGER","P",1
"3FB96122C","PASSENGER","P",1
"4072B122C","PASSENGER","P",1
"40772122C","PASSENGER","P",1
"3F0B7122C","PASSENGER","P",1
"402A3122C","PASSENGER","P",1
"40E86122C","PASSENGER","P",1
"3E178122C","PASSENGER","P",1
"408FB122C","PASSENGER","P",1
"3FDC6122C","PASSENGER","P",1
"3F679122C","PASSENGER","P",1
"414DE122C","PASSENGER","P",1
"3EEBC122C","PASSENGER","P",1
"40DF4122C","PASSENGER","P",1
"4022F122C","PASSENGER","P",1
