"ID","COHORT","TYPE","SAIL"
"3FDC4122C","PASSENGER","P",1
"3F91D122C","PASSENGER","P",1
"3FED4122C","PASSENGER","P",1
"3FF49122C","PASSENGER","P",1
"4069C122C","PASSENGER","P",1
"41410122C","PASSENGER","P",1
"4081D122C","PASSENGER","P",1
"403A4122C","PASSENGER","P",1
"401AB122C","PASSENGER","P",1
"3FD08122C","PASSENGER","P",1
"40211122C","PASSENGER","P",1
"3F602122C","PASSENGER","P",1
"3E115122C","PASSENGER","P",1
"409C1122C","PASSENGER","P",1
"3E0F0122C","PASSENGER","P",1
"40145122C","PASSENGER","P",1
"4003B122C","PASSENGER","P",1
"40620122C","PASSENGER","P",1
"403A9122C","PASSENGER","P",1
"3F8C8122C","PASSENGER","P",1
"4088B122C","PASSENGER","P",1
"3FD06122C","PASSENGER","P",1
"40939122C","PASSENGER","P",1
"3F9D3122C","PASSENGER","P",1
"3FC2B122C","PASSENGER","P",1
"3F9D1122C","PASSENGER","P",1
"3FFFD122C","PASSENGER","P",1
"4081E122C","PASSENGER","P",1
"3FB98122C","PASSENGER","P",1
"3FA77122C","PASSENGER","P",1
"414D7122C","PASSENGER","P",1
"3EFCF122C","PASSENGER","P",1
"4014A122C","PASSENGER","P",1
"3F4BF122C","PASSENGER","P",1
"412AD122C","PASSENGER","P",1
"3F436122C","PASSENGER","P",1
"3FECE122C","PASSENGER","P",1
"3F592122C","PASSENGER","P",1
"3F539122C","PASSENGER","P",1
"3F849122C","PASSENGER","P",1
"40A0C122C","PASSENGER","P",1
"40728122C","PASSENGER","P",1
"405BB122C","PASSENGER","P",1
"3E202122C","PASSENGER","P",1
"406FA122C","PASSENGER","P",1
"4069E122C","PASSENGER","P",1
"405E2122C","PASSENGER","P",1
"40084122C","PASSENGER","P",1
"3EEC4122C","PASSENGER","P",1
"415B3122C","PASSENGER","P",1
"4159A122C","PASSENGER","P",1
"40642122C","PASSENGER","P",1
"3F848122C","PASSENGER","P",1
"40215122C","PASSENGER","P",1
"411F5122C","PASSENGER","P",1
"40448122C","PASSENGER","P",1
"404AC122C","PASSENGER","P",1
"3F260122C","PASSENGER","P",1
"3EE71122C","PASSENGER","P",1
"3FE77122C","PASSENGER","P",1
"408AF122C","PASSENGER","P",1
"3F25F122C","PASSENGER","P",1
"3FC2A122C","PASSENGER","P",1
"403B1122C","PASSENGER","P",1
"3F84F122C","PASSENGER","P",1
"3F604122C","PASSENGER","P",1
"41418122C","PASSENGER","P",1
"405C0122C","PASSENGER","P",1
"414A3122C","PASSENGER","P",1
"4029B122C","PASSENGER","P",1
"400B9122C","PASSENGER","P",1
"4076B122C","PASSENGER","P",1
"3F8ED122C","PASSENGER","P",1
"3F305122C","PASSENGER","P",1
"40E08122C","PASSENGER","P",1
"40913122C","PASSENGER","P",1
"40654122C","PASSENGER","P",1
"40195122C","PASSENGER","P",1
"3F768122C","PASSENGER","P",1
"3F17D122C","PASSENGER","P",1
"3F517122C","PASSENGER","P",1
"3FFF7122C","PASSENGER","P",1
"3EE4D122C","PASSENGER","P",1
"3F3D2122C","PASSENGER","P",1
"3F95D122C","PASSENGER","P",1
"3F533122C","PASSENGER","P",1
"3F097122C","PASSENGER","P",1
"40762122C","PASSENGER","P",1
"3F094122C","PASSENGER","P",1
"40331122C","PASSENGER","P",1
"3F9D5122C","PASSENGER","P",1
"3F5B3122C","PASSENGER","P",1
"40889122C","PASSENGER","P",1
"4080B122C","PASSENGER","P",1
"3F34A122C","PASSENGER","P",1
"40233122C","PASSENGER","P",1
"409BA122C","PASSENGER","P",1
"3FFBF122C","PASSENGER","P",1
"3FF73122C","PASSENGER","P",1
"3FF7C122C","PASSENGER","P",1
"40985122C","PASSENGER","P",1
"3F603122C","PASSENGER","P",1
"404E7122C","PASSENGER","P",1
"4080D122C","PASSENGER","P",1
"4086A122C","PASSENGER","P",1
"3FF77122C","PASSENGER","P",1
"401AF122C","PASSENGER","P",1
"3F43F122C","PASSENGER","P",1
"3F3C6122C","PASSENGER","P",1
"3F594122C","PASSENGER","P",1
"3F2D7122C","PASSENGER","P",1
"40298122C","PASSENGER","P",1
"4008D122C","PASSENGER","P",1
"4032F122C","PASSENGER","P",1
"404E3122C","PASSENGER","P",1
"408A7122C","PASSENGER","P",1
"40E84122C","PASSENGER","P",1
"3FDC5122C","PASSENGER","P",1
"3F439122C","PASSENGER","P",1
"40335122C","PASSENGER","P",1
"40F82122C","PASSENGER","P",1
"40980122C","PASSENGER","P",1
"3EF35122C","PASSENGER","P",1
"3F304122C","PASSENGER","P",1
"3FD32122C","PASSENGER","P",1
"3FB92122C","PASSENGER","P",1
"40476122C","PASSENGER","P",1
"40563122C","PASSENGER","P",1
"3F84E122C","PASSENGER","P",1
"3F5B6122C","PASSENGER","P",1
"3F6EE122C","PASSENGER","P",1
"3F1A5122C","PASSENGER","P",1
"405D8122C","PASSENGER","P",1
"3EEE8122C","PASSENGER","P",1
"3EF59122C","PASSENGER","P",1
"3F17A122C","PASSENGER","P",1
"415B1122C","PASSENGER","P",1
"40443122C","PASSENGER","P",1
"3FCB4122C","PASSENGER","P",1
"3FFC4122C","PASSENGER","P",1
"40646122C","PASSENGER","P",1
"40626122C","PASSENGER","P",1
"3F4BC122C","PASSENGER","P",1
"3FF7B122C","PASSENGER","P",1
"400B2122C","PASSENGER","P",1
"40774122C","PASSENGER","P",1
"40EF3122C","PASSENGER","P",1
"41392122C","PASSENGER","P",1
"4069A122C","PASSENGER","P",1
"3F6A3122C","PASSENGER","P",1
"3F25C122C","PASSENGER","P",1
"3FEF6122C","PASSENGER","P",1
"3FA7F122C","PASSENGER","P",1
"4116E122C","PASSENGER","P",1
"3F70F122C","PASSENGER","P",1
"40534122C","PASSENGER","P",1
"3FB6E122C","PASSENGER","P",1
"40805122C","PASSENGER","P",1
"40905122C","PASSENGER","P",1
"3F43A122C","PASSENGER","P",1
"3F3CC122C","PASSENGER","P",1
"3F7F6122C","PASSENGER","P",1
"3FCB0122C","PASSENGER","P",1
"4032C122C","PASSENGER","P",1
"3F58B122C","PASSENGER","P",1
"3F51A122C","PASSENGER","P",1
"3F302122C","PASSENGER","P",1
"4061E122C","PASSENGER","P",1
"4003D122C","PASSENGER","P",1
"3F365122C","PASSENGER","P",1
"3F445122C","PASSENGER","P",1
"3F628122C","PASSENGER","P",1
"3FCAF122C","PASSENGER","P",1
"40643122C","PASSENGER","P",1
"40438122C","PASSENGER","P",1
"3FF43122C","PASSENGER","P",1
"4058A122C","PASSENGER","P",1
"3FDC1122C","PASSENGER","P",1
"3F441122C","PASSENGER","P",1
"41599122C","PASSENGER","P",1
"4090A122C","PASSENGER","P",1
"4069F122C","PASSENGER","P",1
"405E1122C","PASSENGER","P",1
"3EE6A122C","PASSENGER","P",1
"3EEC8122C","PASSENGER","P",1
"4093E122C","PASSENGER","P",1
"40086122C","PASSENGER","P",1
"3F8C1122C","PASSENGER","P",1
"40535122C","PASSENGER","P",1
"404E8122C","PASSENGER","P",1
"40E8A122C","PASSENGER","P",1
"41411122C","PASSENGER","P",1
"3F34B122C","PASSENGER","P",1
"4069B122C","PASSENGER","P",1
"3F625122C","PASSENGER","P",1
"3F5B7122C","PASSENGER","P",1
"3F3CB122C","PASSENGER","P",1
"41415122C","PASSENGER","P",1
"40723122C","PASSENGER","P",1
"3F34E122C","PASSENGER","P",1
"3F437122C","PASSENGER","P",1
"3F923122C","PASSENGER","P",1
"3F7CE122C","PASSENGER","P",1
"3F76E122C","PASSENGER","P",1
"3F35C122C","PASSENGER","P",1
"414DC122C","PASSENGER","P",1
"3F99D122C","PASSENGER","P",1
"3FD33122C","PASSENGER","P",1
"3F221122C","PASSENGER","P",1
"3F513122C","PASSENGER","P",1
"3F3C8122C","PASSENGER","P",1
"3FBFC122C","PASSENGER","P",1
"3FB68122C","PASSENGER","P",1
"40197122C","PASSENGER","P",1
"3F300122C","PASSENGER","P",1
"3F67E122C","PASSENGER","P",1
"3F3C1122C","PASSENGER","P",1
"3FED0122C","PASSENGER","P",1
"400BD122C","PASSENGER","P",1
"3FBF9122C","PASSENGER","P",1
"3F4B3122C","PASSENGER","P",1
"3F99A122C","PASSENGER","P",1
"3F11E122C","PASSENGER","P",1
"3F6F0122C","PASSENGER","P",1
"415A9122C","PASSENGER","P",1
"3F593122C","PASSENGER","P",1
"3EFDA122C","PASSENGER","P",1
"3F2CD122C","PASSENGER","P",1
"3F35D122C","PASSENGER","P",1
"4029F122C","PASSENGER","P",1
"3FC8A122C","PASSENGER","P",1
"401BB122C","PASSENGER","P",1
"4019D122C","PASSENGER","P",1
"3F609122C","PASSENGER","P",1
"3EFA9122C","PASSENGER","P",1
"4081B122C","PASSENGER","P",1
"3EE70122C","PASSENGER","P",1
"40042122C","PASSENGER","P",1
"3F344122C","PASSENGER","P",1
"4053F122C","PASSENGER","P",1
"3F349122C","PASSENGER","P",1
"40480122C","PASSENGER","P",1
"3F296122C","PASSENGER","P",1
"3F2D6122C","PASSENGER","P",1
"3F4AC122C","PASSENGER","P",1
"3F95C122C","PASSENGER","P",1
"3FF7D122C","PASSENGER","P",1
"3F541122C","PASSENGER","P",1
"3F2CF122C","PASSENGER","P",1
"3FE45122C","PASSENGER","P",1
"3FC28122C","PASSENGER","P",1
"3F363122C","PASSENGER","P",1
"3F6A0122C","PASSENGER","P",1
"4008A122C","PASSENGER","P",1
"4079A122C","PASSENGER","P",1
"406F7122C","PASSENGER","P",1
"3E90E122C","PASSENGER","P",1
"3FAD5122C","PASSENGER","P",1
"3F447122C","PASSENGER","P",1
"3FED5122C","PASSENGER","P",1
"3FAF0122C","PASSENGER","P",1
"3F86D122C","PASSENGER","P",1
"3F434122C","PASSENGER","P",1
"3F70E122C","PASSENGER","P",1
"40210122C","PASSENGER","P",1
"4032E122C","PASSENGER","P",1
"40E73122C","PASSENGER","P",1
"4053A122C","PASSENGER","P",1
"40326122C","PASSENGER","P",1
"4098B122C","PASSENGER","P",1
"4077A122C","PASSENGER","P",1
"3FBF8122C","PASSENGER","P",1
"40D6C122C","PASSENGER","P",1
"4008E122C","PASSENGER","P",1
"3FA06122C","PASSENGER","P",1
"40539122C","PASSENGER","P",1
"3F0B9122C","PASSENGER","P",1
"3EFD4122C","PASSENGER","P",1
"405E0122C","PASSENGER","P",1
"40601122C","PASSENGER","P",1
"407D9122C","PASSENGER","P",1
"41198122C","PASSENGER","P",1
"40045122C","PASSENGER","P",1
"40807122C","PASSENGER","P",1
"40648122C","PASSENGER","P",1
"4029D122C","PASSENGER","P",1
"3FD09122C","PASSENGER","P",1
"3F180122C","PASSENGER","P",1
"3EF5B122C","PASSENGER","P",1
"3F095122C","PASSENGER","P",1
"3F5B1122C","PASSENGER","P",1
"3EEBD122C","PASSENGER","P",1
"3F95A122C","PASSENGER","P",1
"4064C122C","PASSENGER","P",1
"3FA5D122C","PASSENGER","P",1
"3F9D9122C","PASSENGER","P",1
"3F8E3122C","PASSENGER","P",1
"3F4BE122C","PASSENGER","P",1
"40536122C","PASSENGER","P",1
"3CA55122C","PASSENGER","P",1
"409BF122C","PASSENGER","P",1
"3F345122C","PASSENGER","P",1
"3F225122C","PASSENGER","P",1
"3FFFB122C","PASSENGER","P",1
"3FF4A122C","PASSENGER","P",1
"408B0122C","PASSENGER","P",1
"3F8E4122C","PASSENGER","P",1
"3F25A122C","PASSENGER","P",1
"3FACE122C","PASSENGER","P",1
"3F093122C","PASSENGER","P",1
"3FCB3122C","PASSENGER","P",1
"3EF32122C","PASSENGER","P",1
"3FA14122C","PASSENGER","P",1
"40209122C","PASSENGER","P",1
"40799122C","PASSENGER","P",1
"3FA76122C","PASSENGER","P",1
"3F9DF122C","PASSENGER","P",1
"3FE76122C","PASSENGER","P",1
"3FE46122C","PASSENGER","P",1
"40338122C","PASSENGER","P",1
"3FB67122C","PASSENGER","P",1
"3F29B122C","PASSENGER","P",1
"403B5122C","PASSENGER","P",1
"3FFC0122C","PASSENGER","P",1
"3FED7122C","PASSENGER","P",1
"3FD6D122C","PASSENGER","P",1
"3EA2E122C","PASSENGER","P",1
"405DA122C","PASSENGER","P",1
"3FC83122C","PASSENGER","P",1
"40433122C","PASSENGER","P",1
"40809122C","PASSENGER","P",1
"3FF72122C","PASSENGER","P",1
"4065F122C","PASSENGER","P",1
"3F446122C","PASSENGER","P",1
"405B7122C","PASSENGER","P",1
"40409122C","PASSENGER","P",1
"3E318122C","PASSENGER","P",1
"4010F122C","PASSENGER","P",1
"40590122C","PASSENGER","P",1
"40F66122C","PASSENGER","P",1
"4032B122C","PASSENGER","P",1
"3F10C122C","PASSENGER","P",1
"41514122C","PASSENGER","P",1
"40327122C","PASSENGER","P",1
"3E19E122C","PASSENGER","P",1
"3FEF0122C","PASSENGER","P",1
"4077122C","PASSENGER","P",1
"4065A122C","PASSENGER","P",1
"402A0122C","PASSENGER","P",1
"40219122C","PASSENGER","P",1
"406F6122C","PASSENGER","P",1
"3F514122C","PASSENGER","P",1
"3F5B8122C","PASSENGER","P",1
"3F301122C","PASSENGER","P",1
"3EF54122C","PASSENGER","P",1
"3F444122C","PASSENGER","P",1
"3FE43122C","PASSENGER","P",1
"3FEF9122C","PASSENGER","P",1
"4010B122C","PASSENGER","P",1
"3FB69122C","PASSENGER","P",1
"3FDC8122C","PASSENGER","P",1
"3F360122C","PASSENGER","P",1
"3F29D122C","PASSENGER","P",1
"4008C122C","PASSENGER","P",1
"404A8122C","PASSENGER","P",1
"40538122C","PASSENGER","P",1
"3F6F4122C","PASSENGER","P",1
"3F6A6122C","PASSENGER","P",1
"3F25E122C","PASSENGER","P",1
"3F7C5122C","PASSENGER","P",1
"4064F122C","PASSENGER","P",1
"40727122C","PASSENGER","P",1
"3EF33122C","PASSENGER","P",1
"4022E122C","PASSENGER","P",1
"411FD122C","PASSENGER","P",1
"40EF5122C","PASSENGER","P",1
"401AD122C","PASSENGER","P",1
"4029C122C","PASSENGER","P",1
"4056D122C","PASSENGER","P",1
"4080A122C","PASSENGER","P",1
"405B6122C","PASSENGER","P",1
"4072C122C","PASSENGER","P",1
"40148122C","PASSENGER","P",1
"40647122C","PASSENGER","P",1
"402A5122C","PASSENGER","P",1
"402A2122C","PASSENGER","P",1
"404B0122C","PASSENGER","P",1
"4029A122C","PASSENGER","P",1
"415AD122C","PASSENGER","P",1
"40767122C","PASSENGER","P",1
"4076C122C","PASSENGER","P",1
"40336122C","PASSENGER","P",1
"404AD122C","PASSENGER","P",1
"3FE48122C","PASSENGER","P",1
"3F535122C","PASSENGER","P",1
"41326122C","PASSENGER","P",1
"4093A122C","PASSENGER","P",1
"40001122C","PASSENGER","P",1
"3F13B122C","PASSENGER","P",1
"41166122C","PASSENGER","P",1
"3F17F122C","PASSENGER","P",1
"414A6122C","PASSENGER","P",1
"40465122C","PASSENGER","P",1
"3F922122C","PASSENGER","P",1
"41441122C","PASSENGER","P",1
"41413122C","PASSENGER","P",1
"3FC81122C","PASSENGER","P",1
"3F8C6122C","PASSENGER","P",1
"3EFCB122C","PASSENGER","P",1
"3FAD3122C","PASSENGER","P",1
"4056C122C","PASSENGER","P",1
"4132C122C","PASSENGER","P",1
"3F76D122C","PASSENGER","P",1
"3FDE4122C","PASSENGER","P",1
"3F6F8122C","PASSENGER","P",1
"40192122C","PASSENGER","P",1
"3FAF1122C","PASSENGER","P",1
"3F7FB122C","PASSENGER","P",1
"3F784122C","PASSENGER","P",1
"40D83122C","PASSENGER","P",1
"40937122C","PASSENGER","P",1
"3FD05122C","PASSENGER","P",1
"404EB122C","PASSENGER","P",1
"4003F122C","PASSENGER","P",1
"3FB64122C","PASSENGER","P",1
"3F682122C","PASSENGER","P",1
"40005122C","PASSENGER","P",1
"3FE40122C","PASSENGER","P",1
"3FCB2122C","PASSENGER","P",1
"3F850122C","PASSENGER","P",1
"3F4AE122C","PASSENGER","P",1
"3FD30122C","PASSENGER","P",1
"3FFBC122C","PASSENGER","P",1
"4053D122C","PASSENGER","P",1
"404AF122C","PASSENGER","P",1
"403A7122C","PASSENGER","P",1
"40144122C","PASSENGER","P",1
"414A5122C","PASSENGER","P",1
"413B1122C","PASSENGER","P",1
"40447122C","PASSENGER","P",1
"3E659122C","PASSENGER","P",1
"40663122C","PASSENGER","P",1
"414A0122C","PASSENGER","P",1
"3F21F122C","PASSENGER","P",1
"3F77E122C","PASSENGER","P",1
"40325122C","PASSENGER","P",1
"3FF75122C","PASSENGER","P",1
"3F86C122C","PASSENGER","P",1
"40149122C","PASSENGER","P",1
"3FF76122C","PASSENGER","P",1
"40446122C","PASSENGER","P",1
"40046122C","PASSENGER","P",1
"3EEE6122C","PASSENGER","P",1
"3F19B122C","PASSENGER","P",1
"4154C122C","PASSENGER","P",1
"40697122C","PASSENGER","P",1
"3F3C9122C","PASSENGER","P",1
"40748122C","PASSENGER","P",1
"414A4122C","PASSENGER","P",1
"3F3CF122C","PASSENGER","P",1
"3FD04122C","PASSENGER","P",1
"400B4122C","PASSENGER","P",1
"3FEF1122C","PASSENGER","P",1
"3F224122C","PASSENGER","P",1
"3F67A122C","PASSENGER","P",1
"41446122C","PASSENGER","P",1
"40729122C","PASSENGER","P",1
"3E703122C","PASSENGER","P",1
"3F86E122C","PASSENGER","P",1
"3F3C3122C","PASSENGER","P",1
"3F8E5122C","PASSENGER","P",1
"3F994122C","PASSENGER","P",1
"3F0C0122C","PASSENGER","P",1
"3FD70122C","PASSENGER","P",1
"3F4B5122C","PASSENGER","P",1
"3FC82122C","PASSENGER","P",1
"3F6A5122C","PASSENGER","P",1
"3F624122C","PASSENGER","P",1
"3EE6E122C","PASSENGER","P",1
"3FA12122C","PASSENGER","P",1
"3F3BC122C","PASSENGER","P",1
"3FACF122C","PASSENGER","P",1
"3F09D122C","PASSENGER","P",1
"41447122C","PASSENGER","P",1
"3FE71122C","PASSENGER","P",1
"414E0122C","PASSENGER","P",1
"402A1122C","PASSENGER","P",1
"40444122C","PASSENGER","P",1
"40591122C","PASSENGER","P",1
"4020C122C","PASSENGER","P",1
"40234122C","PASSENGER","P",1
"3FA7D122C","PASSENGER","P",1
"3F516122C","PASSENGER","P",1
"40A0E122C","PASSENGER","P",1
"3FAEE122C","PASSENGER","P",1
"3EF5A122C","PASSENGER","P",1
"3F2FE122C","PASSENGER","P",1
"3F433122C","PASSENGER","P",1
"4088F122C","PASSENGER","P",1
"3FC89122C","PASSENGER","P",1
"40332122C","PASSENGER","P",1
"3FE6F122C","PASSENGER","P",1
"402A9122C","PASSENGER","P",1
"4119D122C","PASSENGER","P",1
"3FFC2122C","PASSENGER","P",1
"40334122C","PASSENGER","P",1
"40606122C","PASSENGER","P",1
"3DA95122C","PASSENGER","P",1
"3FA7E122C","PASSENGER","P",1
"3FA0A122C","PASSENGER","P",1
"412FC122C","PASSENGER","P",1
"40147122C","PASSENGER","P",1
"4149C122C","PASSENGER","P",1
"404FC122C","PASSENGER","P",1
"400BF122C","PASSENGER","P",1
"40105122C","PASSENGER","P",1
"3FBFA122C","PASSENGER","P",1
"410E6122C","PASSENGER","P",1
"40DF1122C","PASSENGER","P",1
"402AC122C","PASSENGER","P",1
"40500122C","PASSENGER","P",1
"40208122C","PASSENGER","P",1
"3FF4B122C","PASSENGER","P",1
"404B1122C","PASSENGER","P",1
"407D4122C","PASSENGER","P",1
"3F76F122C","PASSENGER","P",1
"4079F122C","PASSENGER","P",1
"3FD73122C","PASSENGER","P",1
"411F6122C","PASSENGER","P",1
"40146122C","PASSENGER","P",1
"408AD122C","PASSENGER","P",1
"40724122C","PASSENGER","P",1
"3FFFF122C","PASSENGER","P",1
"3F7CD122C","PASSENGER","P",1
"3F139122C","PASSENGER","P",1
"3F34D122C","PASSENGER","P",1
"3FDC0122C","PASSENGER","P",1
"3F43D122C","PASSENGER","P",1
"3F2CE122C","PASSENGER","P",1
"3F13A122C","PASSENGER","P",1
"3F626122C","PASSENGER","P",1
"4047C122C","PASSENGER","P",1
"3F43C122C","PASSENGER","P",1
"3FF79122C","PASSENGER","P",1
"40572122C","PASSENGER","P",1
"408AB122C","PASSENGER","P",1
"3F920122C","PASSENGER","P",1
